Channel_ID,Phase_Rad,Voltage_V,DAC_Value_16bit
0,1.9027115344946932,1.5746949191625381,12899
1,2.0321149896007906,1.681789956735727,13777
2,1.93549881240917,1.601829857385745,13121
3,1.1889381975166013,0.9839720340607836,8060
4,1.1012282312604416,0.9113827656827095,7465
5,1.0580267297381845,0.8756289565981614,7173
6,0.9563973799887157,0.7915199270437776,6484
7,2.441869962374118,2.020905509477199,16555
8,1.589994077569736,1.3158881680467223,10779
9,1.6588957411644316,1.3729115778581458,11246
10,2.382917103423373,1.9721157871378652,16155
11,1.8760303623141161,1.5526134288744091,12718
12,2.0733662578616188,1.715929741648834,14056
13,2.3973164496163584,1.984032768182172,16252
14,2.035794830002423,1.684835413642214,13801
15,1.7235471997640908,1.4264174937721772,11685
16,1.732508809164841,1.433834172829956,11745
17,2.4190083147516948,2.0019850795002636,16400
18,2.659428758774211,2.2009584103502293,18029
19,2.599755839508397,2.151572761986864,17625
20,2.524295695257888,2.0891215161746053,17113
21,2.421769039708171,2.0042698712216334,16418
22,2.357098684443739,1.9507483163200485,15980
23,2.426515045953357,2.0081976930617387,16450
24,2.2997752359020427,1.903307103329527,15591
25,2.406040409177168,1.9912527668768425,16312
26,1.977564052037517,1.6366432896455667,13407
27,2.6239427018474744,2.1715899472224303,17789
28,2.946006595348159,2.43813186256112,19972
29,3.0006750312938673,2.483375771982803,20343
30,3.742204194750308,3.097069537399434,25370
31,3.826982062783448,3.16723218456322,25945
32,3.8948285846316213,3.2233823530466115,26405
33,4.041475483755146,3.3447481632465705,27399
34,3.2831642331738835,2.7171654467991058,22258
35,2.475771806223789,2.0489628688259436,16784
36,2.554046625103657,2.1137435554165833,17315
37,2.9439886964575375,2.4364618379289893,19959
38,3.0462943140276852,2.5211305505892514,20652
39,3.1904851547375785,2.6404637128365405,21630
40,3.1936974297178096,2.6431222099332463,21652
41,3.225618361012052,2.669540154751839,21868
42,3.22683434814358,2.6705465126379764,21876
43,3.1012567655809593,2.5666177890048436,21025
44,3.2431599187934905,2.6840576480301683,21987
45,2.8758619207712792,2.380079729770609,19497
46,2.4882504254561137,2.0592902452816313,16869
47,2.3286516284410745,1.927205370508021,15787
48,1.998351526178344,1.653847121817886,13548
49,1.9301138038044414,1.5973731935479634,13085
50,2.0020139507211634,1.6568781652602782,13572
51,1.8949624502558196,1.5682817328450664,12847
52,2.4977248452490453,2.0671313291450892,16933
53,2.697082603781634,2.232120947258836,18285
54,2.5524144024056854,2.112392718601417,17304
55,3.2203373059589753,2.665169523466363,21832
56,3.283171760064952,2.7171716760970877,22258
57,4.4832488133042805,3.7103622906909006,30394
58,4.624408487618381,3.8271868423390223,31351
59,4.597416515614226,3.8048481323440737,31168
60,4.533353159220883,3.7518289331705703,30734
61,4.836256551558799,4.002513508453963,32788
62,4.404992484810493,3.6455969068492515,29864
63,3.943543807760435,3.2636993495834434,26735
64,4.108862648140722,3.4005181648737053,27856
65,3.7598034718767623,3.111634799536935,25490
66,2.881023722982795,2.3843516667241813,19532
67,3.3415501332781776,2.7654859507631393,22654
68,3.2544120752280623,2.6933699968785967,22063
69,3.523754297517785,2.9162791563945762,23889
70,3.0210063011087116,2.500202046852714,20481
71,3.3841243900465945,2.800720648511556,22943
72,3.0500006890355227,2.524197967687189,20677
73,2.8457089216455205,2.355124935699077,19292
74,2.6960118764077747,2.2312348071767176,18277
75,2.599984956840478,2.1517623807977975,17626
76,3.0011010184442783,2.4837283213783468,20346
77,3.6016405729562684,2.9807382822168442,24417
78,3.8980498098916603,3.2260482574459397,26427
79,3.2468794142744564,2.6871359237065073,22012
80,2.426927831642186,2.0085393168523753,16453
81,2.5473020579143104,2.108161713139144,17269
82,3.081256187751688,2.550065196708486,20889
83,2.3512554760992197,1.9459124437640087,15940
84,2.0978799104592123,1.7362173803663854,14222
85,3.203015558949331,2.650833946836588,21715
86,2.617629931202951,2.1663654622284874,17746
87,4.0247956398417095,3.3309438292806823,27286
88,4.1929560429090404,3.4701143380592367,28426
89,4.2897695276895,3.550237730295199,29083
90,4.423780251705512,3.6611457698984546,29991
91,5.68301958046483,4.703299421178836,38528
92,5.514599917232586,4.56391434720896,37387
93,5.427486283435967,4.4918186069759285,36796
94,6.283185307179586,5.2,42597
95,5.251959421411072,4.346551574745238,35606
96,5.725492086640296,4.738449909556134,38816
97,4.079563061615396,3.3762696599382225,27657
98,4.669265310421745,3.8643106047578963,31655
99,4.2103302286251925,3.4844933132616323,28544
100,3.3845907942621167,2.8011066473007284,22946
101,2.4164642473840336,1.9998795948352293,16382
102,1.6998453958518722,1.4068017456574904,11524
103,1.7107524966463663,1.4158285244899658,11598
104,1.800699305789202,1.4902690168001789,12208
105,1.2552599440081051,1.0388602897615578,8510
106,0.1807332893935906,0.14957590121888942,1225
107,0.6448176177373303,0.5336547385293089,4371
108,0.671230043804149,0.5555138130007427,4550
109,0.37711248545858844,0.31210044404450527,2556
110,0.0,0.0,0
111,0.4802608834355353,0.3974666465767192,3255
112,0.00032501168413853114,0.00026898152368499875,2
113,0.6989564942261602,0.5784603815238312,4738
114,0.3536761972572741,0.29270443824668496,2397
115,0.7562378175115156,0.625866731411919,5127
116,0.6556455143527871,0.5426159675314263,4445
117,0.6630311376503303,0.5487283515006434,4495
118,0.9643017715622564,0.7980616465973048,6537
119,1.4970631221613986,1.2389779792653774,10149
120,1.4624901344902692,1.2103651774617372,9915
121,2.3855464569356566,1.9742918551026685,16173
122,3.384670058307072,2.8011722466764617,22946
123,2.0317930601069603,1.681523526050322,13774
124,2.8631030300681957,2.3695203990470315,19410
125,2.420489200029075,2.0032106686029083,16410
126,2.730187327457151,2.259518605404615,18509
127,1.9709464675083028,1.6311665389419716,13362
